tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,icon
11.7,6.7,9.5,11.7,1.5,7.3,-4.2,41.69,2.85,12.5,0.0,0.0,74.0,54.7,281.2,1007.4,49.3,15.7,389.6,18.2,9,0.51,rain
15.0,2.6,8.3,15.0,-0.7,6.6,-3.7,43.98,0.0,0.0,0.0,0.0,46.5,33.2,209.5,1027.9,12.6,16.0,412.0,19.3,7,0.53,wind
19.9,7.2,13.9,19.9,4.5,13.1,7.7,67.45,0.22,4.17,0.0,0.0,53.3,38.7,193.4,1019.6,85.5,15.7,265.2,12.4,7,0.55,rain
13.9,2.2,8.4,13.9,-4.1,5.4,4.2,76.28,25.55,45.83,0.0,0.0,54.1,36.6,241.6,1006.6,95.3,9.2,96.7,4.5,3,0.6,rain
4.3,-1.7,1.2,1.2,-8.2,-3.9,-10.1,43.09,0.0,0.0,0.0,0.0,55.0,36.1,307.2,1018.3,48.8,16.0,377.5,17.7,8,0.65,wind
9.3,-0.8,3.9,7.2,-4.4,1.1,-9.8,37.97,0.0,0.0,0.0,0.0,44.3,31.1,261.7,1023.4,27.6,16.0,382.2,17.9,8,0.7,wind
16.1,2.0,9.5,16.1,0.3,8.5,-9.5,26.46,0.0,0.0,0.0,0.0,51.4,33.0,312.4,1016.6,11.8,16.0,392.7,18.4,8,0.76,wind
13.9,8.3,11.1,13.9,4.8,9.6,-6.1,29.71,0.0,0.0,0.0,0.0,55.2,34.7,324.7,1009.3,84.9,16.0,179.6,8.4,4,0.81,wind
16.1,8.2,10.8,16.1,5.0,9.8,-0.2,47.43,0.0,0.0,0.0,0.0,40.7,23.8,216.4,1011.8,84.7,16.0,353.7,16.6,8,0.86,partly-cloudy-day
14.3,7.7,10.8,14.3,7.0,10.5,4.1,63.66,0.0,0.0,0.0,0.0,29.5,21.9,182.1,1016.0,50.8,16.0,228.4,10.7,5,0.91,partly-cloudy-day
13.4,7.8,11.3,13.4,6.2,10.9,5.7,68.95,0.0,0.0,0.0,0.0,35.3,27.3,145.3,1019.7,49.1,16.0,378.2,19.1,7,0.94,partly-cloudy-day
15.1,6.6,11.0,15.1,5.2,10.5,5.6,70.47,0.0,0.0,0.0,0.0,31.7,31.0,166.6,1020.9,34.6,15.9,369.6,18.6,7,0.97,wind
23.8,8.8,15.9,23.8,6.7,15.2,8.3,62.5,0.0,0.0,0.0,0.0,40.7,25.7,196.7,1013.1,59.8,16.0,339.3,15.9,7,0.99,partly-cloudy-day
15.6,7.2,9.4,15.6,3.4,6.7,6.1,80.05,0.0,0.0,0.0,0.0,48.5,31.0,72.8,1008.0,82.3,15.3,77.3,3.6,2,1.0,wind
10.6,6.1,8.1,10.6,4.0,5.3,4.4,77.62,0.02,25.0,0.0,0.0,51.8,36.9,56.0,1010.9,94.7,13.9,146.5,7.9,3,0.0,rain
13.8,6.0,10.2,13.8,3.4,9.2,3.1,61.98,0.0,0.0,0.0,0.0,47.5,29.3,174.7,1016.4,76.6,16.0,273.4,13.8,7,0.01,partly-cloudy-day
10.8,7.8,9.3,10.8,5.9,8.0,3.6,68.14,0.0,0.0,0.0,0.0,30.9,25.5,112.0,1017.2,61.5,16.0,349.4,18.9,7,0.03,partly-cloudy-day
10.0,6.1,8.6,10.0,1.9,6.5,3.5,70.51,3.84,20.83,0.0,0.0,38.9,31.1,110.0,1010.8,95.3,15.2,137.0,6.9,3,0.05,rain
7.2,1.7,5.0,3.3,-3.6,0.1,3.2,88.17,42.36,100.0,0.0,0.0,67.5,47.9,182.7,999.7,99.7,6.3,41.2,1.9,1,0.08,rain
9.9,3.8,6.4,8.2,-1.4,3.0,1.4,71.64,2.34,41.67,0.0,0.0,44.6,29.1,333.3,1005.7,99.5,13.7,169.4,9.1,5,0.12,rain
16.1,6.6,10.9,16.1,3.9,10.0,1.9,55.23,0.0,0.0,0.0,0.0,40.2,25.6,274.1,1008.2,86.3,16.0,289.0,15.6,7,0.16,partly-cloudy-day
16.2,8.8,12.9,16.2,7.4,12.7,4.9,58.75,0.29,8.33,0.0,0.0,37.1,28.7,220.3,1009.8,60.9,16.0,304.7,16.5,7,0.21,rain
23.8,10.6,17.2,23.8,10.6,17.2,4.0,44.38,0.0,0.0,0.0,0.0,55.2,35.0,237.5,1010.6,49.6,16.0,336.2,18.2,8,0.26,wind
21.1,5.6,13.7,21.1,1.2,13.0,6.9,64.52,6.23,25.0,0.0,0.0,59.1,40.3,209.8,1005.4,59.3,14.6,262.9,13.3,7,0.31,rain
7.8,1.6,4.7,3.2,-4.8,-0.5,-7.5,41.83,0.0,0.0,0.0,0.0,59.8,42.2,277.6,1003.7,54.4,16.0,298.3,16.1,7,0.36,wind
15.6,3.8,9.8,15.6,-1.5,7.7,-5.6,34.64,0.0,0.0,0.0,0.0,62.2,42.0,266.3,1009.0,25.4,16.0,337.9,18.2,9,0.41,wind
22.8,10.5,16.6,22.8,10.5,16.6,-1.9,29.54,0.0,0.0,0.0,0.0,49.0,25.7,253.6,1011.5,37.8,16.0,390.2,21.1,9,0.45,partly-cloudy-day
15.5,10.0,11.9,15.5,8.0,11.8,4.6,62.08,2.98,25.0,0.0,0.0,33.5,22.0,174.7,1007.5,92.3,15.4,140.5,7.6,4,0.48,rain
13.8,8.3,10.7,13.8,4.2,9.3,-2.7,41.5,0.0,0.0,0.0,0.0,62.5,40.1,299.7,1010.2,30.2,16.0,424.0,22.9,8,0.5,wind
20.6,7.1,12.9,20.6,3.9,11.8,-4.4,30.19,0.0,0.0,0.0,0.0,38.8,27.7,263.4,1014.8,80.0,16.0,261.9,14.1,6,0.5,partly-cloudy-day
15.5,9.9,11.9,15.5,9.1,11.9,6.3,70.11,5.67,29.17,0.0,0.0,29.5,20.3,106.1,1012.4,96.3,15.7,289.4,14.6,7,0.52,rain
10.1,8.8,9.5,10.1,6.4,8.4,7.6,87.98,20.57,50.0,0.0,0.0,30.04238927713931,16.3,51.6,1006.5,96.8,6.5,125.1,7.2,2,0.54,rain
18.3,8.8,13.2,18.3,6.7,12.6,6.0,64.22,1.78,25.0,0.0,0.0,75.4,46.4,247.7,992.3,87.9,13.7,242.4,13.1,7,0.58,rain
18.3,6.6,12.1,18.3,2.9,10.6,0.6,50.15,3.49,16.67,0.0,0.0,49.9,39.9,292.0,1005.1,66.7,15.1,428.7,23.1,8,0.63,rain
24.3,9.9,17.5,24.3,8.7,17.5,3.7,41.09,0.29,4.17,0.0,0.0,51.6,34.9,242.9,1005.8,92.5,16.0,254.5,13.7,6,0.68,rain
17.4,10.7,14.6,17.4,10.7,14.6,6.0,57.21,0.29,4.17,0.0,0.0,27.7,23.9,165.0,1011.8,94.6,16.0,309.9,16.7,8,0.74,rain
12.2,8.8,10.1,12.2,5.5,8.4,6.7,80.1,16.71,62.5,0.0,0.0,46.4,31.1,68.8,1009.7,100.0,11.7,94.9,4.8,2,0.79,rain
10.0,8.8,9.3,9.6,6.6,7.5,7.2,86.75,13.6,79.17,0.0,0.0,30.152941759387325,16.4,112.0,1007.5,100.0,8.7,58.7,3.2,1,0.84,rain
19.3,9.9,14.5,19.3,8.5,14.4,2.8,50.66,0.29,8.33,0.0,0.0,49.9,27.6,297.3,1009.5,66.9,15.6,452.6,24.4,9,0.89,rain
13.0,8.7,11.3,13.0,7.0,10.8,2.4,54.89,0.0,0.0,0.0,0.0,37.1,29.0,144.3,1014.8,70.2,16.0,354.5,19.1,8,0.92,partly-cloudy-day
12.2,7.7,10.4,12.2,5.2,9.7,2.8,59.57,0.0,0.0,0.0,0.0,40.7,31.0,151.8,1011.1,96.7,16.0,212.2,11.5,4,0.96,wind
20.6,9.8,15.1,20.6,7.2,14.9,2.4,45.3,0.0,0.0,0.0,0.0,48.6,34.8,263.5,1012.7,71.6,16.0,358.3,19.4,8,0.98,wind
16.1,9.9,12.7,16.1,7.7,12.5,7.1,69.42,8.7,25.0,0.0,0.0,32.03233395760357,18.1,146.1,1010.9,94.9,15.3,169.2,9.1,4,1.0,rain
18.3,11.6,14.8,18.3,11.6,14.8,-0.7,37.72,0.0,0.0,0.0,0.0,56.1,35.1,273.6,1013.3,54.9,16.0,441.4,23.8,8,1.0,wind
19.3,8.7,14.0,19.3,6.2,13.3,0.7,41.28,0.0,4.17,0.0,0.0,60.6,43.3,254.3,1017.3,46.7,16.0,369.7,20.0,8,0.0,wind
21.0,10.9,15.9,21.0,10.9,15.9,2.1,40.84,0.0,0.0,0.0,0.0,27.9,16.2,238.5,1020.6,43.3,16.0,300.6,16.2,6,0.01,partly-cloudy-day
24.3,13.5,18.7,24.3,13.5,18.7,2.8,35.54,0.0,0.0,0.0,0.0,31.7,19.9,239.3,1020.6,33.7,16.0,393.9,21.3,9,0.03,partly-cloudy-day
23.3,16.5,19.6,23.3,16.5,19.6,4.7,37.74,0.0,4.17,0.0,0.0,38.9,26.8,194.8,1021.8,67.7,16.0,343.9,18.6,7,0.06,partly-cloudy-day
25.6,15.4,19.5,25.6,15.4,19.5,4.5,38.13,0.29,8.33,0.0,0.0,44.4,26.0,244.7,1022.6,78.1,15.9,281.6,15.2,8,0.09,rain
23.3,13.2,17.7,23.3,13.2,17.7,8.2,54.3,0.0,4.17,0.0,0.0,39.88156019721258,25.2,190.4,1024.1,41.4,16.0,406.2,21.9,8,0.14,partly-cloudy-day
28.3,15.4,22.6,27.0,15.4,22.2,6.5,37.85,0.0,0.0,0.0,0.0,44.6,25.7,277.3,1022.5,61.9,16.0,402.9,21.8,8,0.18,partly-cloudy-day
22.6,17.7,20.1,22.6,17.7,20.1,6.5,41.68,0.0,0.0,0.0,0.0,35.3,25.3,164.3,1025.0,52.0,16.0,416.8,22.5,8,0.23,partly-cloudy-day
20.1,13.2,16.8,20.1,13.2,16.8,9.1,60.98,0.0,0.0,0.0,0.0,27.7,27.2,132.6,1031.9,47.6,16.0,427.9,23.1,8,0.28,partly-cloudy-day
27.1,13.2,19.8,26.8,13.2,19.8,9.7,54.38,0.0,0.0,0.0,0.0,35.3,22.2,208.1,1030.6,73.8,16.0,334.4,18.1,7,0.34,partly-cloudy-day
31.1,16.6,23.1,30.4,16.6,23.0,13.1,54.79,0.0,4.17,0.0,0.0,35.3,22.0,201.9,1019.6,90.2,16.0,300.3,16.2,7,0.39,cloudy
31.7,18.3,25.4,31.5,18.3,25.4,14.5,51.45,0.0,0.0,0.0,0.0,51.8,33.1,265.9,1011.2,72.6,16.0,340.7,18.4,8,0.44,wind
19.3,13.2,16.2,19.3,13.2,16.3,5.7,50.63,0.0,0.0,0.0,0.0,45.4,34.1,101.1,1024.2,51.3,16.0,392.6,22.6,9,0.47,wind
26.1,11.6,18.5,26.1,11.6,18.5,7.8,50.64,0.0,0.0,0.0,0.0,44.3,34.7,213.1,1021.6,68.2,16.0,427.5,23.1,8,0.49,wind
33.2,17.1,24.3,33.9,17.1,24.7,15.6,59.94,5.28,12.5,0.0,0.0,47.1,34.9,218.6,1013.4,62.7,15.5,417.7,22.6,8,0.5,rain
27.7,18.9,23.0,27.1,18.9,23.0,12.9,56.26,2.14,16.67,0.0,0.0,37.1,29.0,247.9,1011.3,73.6,16.0,419.7,22.7,8,0.51,rain
18.3,9.3,13.3,18.3,7.3,13.2,3.1,52.12,13.3,20.83,0.0,0.0,40.7,32.7,159.1,1019.4,93.4,14.5,246.5,13.3,6,0.53,rain
10.6,8.3,9.4,10.6,4.1,5.9,6.3,81.23,41.58,75.0,0.0,0.0,56.3,38.6,45.5,1019.5,100.0,9.9,68.9,3.7,2,0.56,rain
10.6,9.9,10.3,10.6,6.1,8.6,7.4,82.98,17.69,70.83,0.0,0.0,51.6,37.1,47.0,1023.7,100.0,9.0,55.5,3.0,1,0.61,rain
16.7,10.6,13.4,16.7,10.6,13.4,9.5,77.85,4.03,41.67,0.0,0.0,33.5,25.6,219.5,1020.1,88.6,14.2,115.2,6.2,3,0.66,rain
24.9,12.7,19.3,24.9,12.7,19.3,8.3,51.09,0.0,0.0,0.0,0.0,31.7,25.4,247.5,1022.2,77.7,16.0,339.9,18.4,7,0.71,partly-cloudy-day
26.1,14.2,20.7,26.1,14.2,20.7,11.7,57.8,0.0,0.0,0.0,0.0,40.7,23.6,189.1,1022.4,75.5,16.0,380.0,21.9,8,0.76,partly-cloudy-day
23.8,15.6,20.1,23.8,15.6,20.1,15.1,73.13,0.0,4.17,0.0,0.0,40.7,29.1,185.5,1017.5,95.5,16.0,236.3,12.8,5,0.81,cloudy
26.6,19.3,22.3,26.6,19.3,22.3,17.5,75.1,2.7,12.5,0.0,0.0,38.9,25.7,225.6,1011.4,90.8,15.9,199.3,11.5,5,0.86,rain
32.8,18.2,26.1,33.7,18.2,26.4,16.8,59.58,0.0,0.0,0.0,0.0,52.7,33.0,234.0,1010.3,52.4,15.8,422.1,22.8,8,0.9,wind
34.3,21.6,29.3,33.8,21.6,29.3,15.5,44.56,0.0,0.0,0.0,0.0,40.7,27.5,256.7,1014.3,46.6,16.0,407.2,23.5,8,0.94,partly-cloudy-day
34.9,23.2,29.3,36.1,23.2,30.4,18.6,53.73,0.0,0.0,0.0,0.0,44.6,33.1,222.3,1016.3,31.7,16.0,421.1,22.7,9,0.97,wind
34.3,23.7,28.6,37.3,23.7,30.3,20.3,62.11,0.03,12.5,0.0,0.0,27.7,23.7,242.4,1015.4,70.7,16.0,303.6,16.4,8,0.99,rain
32.7,23.8,26.8,34.3,23.8,27.6,20.0,67.82,1.27,20.83,0.0,0.0,33.3,23.7,244.8,1013.5,79.8,15.8,359.0,20.7,8,1.0,rain
26.0,15.5,20.3,26.0,15.5,20.3,8.5,47.21,0.0,0.0,0.0,0.0,38.9,25.7,150.0,1017.8,57.5,16.0,385.4,22.2,8,0.0,partly-cloudy-day
18.0,13.8,16.5,18.0,13.8,16.5,9.5,63.71,0.2,4.17,0.0,0.0,29.5,22.1,114.7,1017.3,86.7,15.7,256.0,13.8,7,0.01,rain
21.2,15.5,18.0,21.2,15.5,18.0,14.0,77.82,15.82,37.5,0.0,0.0,29.931836794891296,16.2,158.7,1011.6,86.3,13.0,252.9,14.6,6,0.02,rain
29.3,16.5,22.8,28.1,16.5,22.6,12.6,56.38,0.0,0.0,0.0,0.0,38.6,25.6,228.8,1011.4,37.6,16.0,405.5,24.8,9,0.04,partly-cloudy-day
19.9,16.0,18.1,19.9,16.0,18.1,14.6,80.38,13.51,37.5,0.0,0.0,37.1,22.0,165.0,1012.2,84.7,12.7,106.7,6.1,2,0.08,rain
22.3,16.8,19.6,22.3,16.8,19.6,16.9,84.87,0.54,20.83,0.0,0.0,31.921781475355555,18.0,86.2,1006.8,85.2,11.7,249.8,14.4,6,0.12,rain
24.3,17.1,20.7,24.3,17.1,20.7,8.6,49.4,0.0,0.0,0.0,0.0,38.8,27.3,292.5,1007.8,39.6,16.0,427.3,24.6,9,0.16,partly-cloudy-day
26.1,15.9,21.6,26.1,15.9,21.6,6.1,38.14,0.0,0.0,0.0,0.0,31.6,21.8,284.6,1012.9,37.6,16.0,407.2,24.9,8,0.21,partly-cloudy-day
28.8,15.9,23.2,27.7,15.9,22.9,8.9,41.68,0.0,0.0,0.0,0.0,42.5,23.9,234.8,1013.7,45.5,16.0,433.8,25.0,8,0.27,partly-cloudy-day
32.1,20.6,25.9,32.0,20.6,26.0,14.7,51.49,0.06,8.33,0.0,0.0,48.2,27.6,232.8,1006.5,90.6,16.0,359.4,20.7,8,0.32,rain
31.1,22.1,26.1,30.7,22.1,26.2,15.6,53.31,0.01,8.33,0.0,0.0,40.6,25.6,219.6,1007.5,66.7,16.0,432.1,24.9,9,0.38,rain
30.6,20.6,25.6,33.0,20.6,26.5,20.0,71.82,0.0,0.0,0.0,0.0,53.6,35.0,195.2,1005.9,61.8,16.0,354.1,19.1,8,0.42,wind
30.5,18.8,23.3,32.1,18.8,23.6,18.6,76.27,22.72,33.33,0.0,0.0,40.7,29.8,240.1,1004.5,84.1,14.3,199.8,10.8,6,0.46,rain
22.8,14.9,18.5,22.8,14.9,18.5,9.5,57.65,0.03,8.33,0.0,0.0,35.3,27.0,229.3,1018.9,61.5,16.0,379.1,21.8,8,0.49,rain
23.4,15.5,18.9,23.4,15.5,18.9,11.9,64.92,0.0,0.0,0.0,0.0,37.1,36.2,129.8,1028.8,31.9,15.9,428.6,26.2,9,0.5,wind
20.1,16.1,17.8,20.1,16.1,17.9,15.5,86.21,2.43,29.17,0.0,0.0,35.3,16.3,82.1,1026.5,99.0,11.0,160.5,8.7,4,0.51,rain
29.9,18.8,24.4,32.5,18.8,25.1,19.4,74.81,0.0,0.0,0.0,0.0,46.0,31.5,209.0,1023.2,85.5,15.4,316.9,17.1,7,0.53,wind
31.6,23.3,27.3,34.6,23.3,28.8,20.9,68.51,0.0,0.0,0.0,0.0,50.4,38.4,217.8,1020.1,78.7,16.0,352.4,20.3,7,0.55,wind
35.6,24.3,29.8,40.3,24.3,32.8,21.8,63.13,0.0,0.0,0.0,0.0,38.7,27.4,230.2,1019.8,60.5,16.0,384.4,22.1,8,0.59,partly-cloudy-day
36.6,26.6,31.5,40.8,26.6,34.7,21.8,58.05,0.0,0.0,0.0,0.0,44.4,23.9,253.1,1019.3,52.4,16.0,421.9,22.8,8,0.64,partly-cloudy-day
36.6,23.3,29.8,40.8,23.3,31.9,21.3,62.83,4.47,20.83,0.0,0.0,76.9,25.2,235.8,1013.7,51.9,15.4,402.2,23.2,8,0.69,rain
28.3,21.1,24.9,29.7,21.1,25.2,19.8,73.99,16.08,33.33,0.0,0.0,38.11272048124435,23.6,225.9,1010.2,91.4,14.4,176.6,9.5,5,0.74,rain
20.6,15.0,17.3,20.6,15.0,17.3,15.6,89.57,50.99,91.67,0.0,0.0,44.6,29.1,39.5,1009.6,100.0,6.3,52.1,2.8,1,0.78,rain
15.6,13.8,14.8,15.6,13.8,14.8,13.4,91.43,39.16,100.0,0.0,0.0,53.6,29.0,74.0,1010.3,100.0,4.9,65.5,3.3,2,0.83,rain
19.3,14.3,16.3,19.3,14.3,16.3,13.5,83.83,10.11,33.33,0.0,0.0,40.7,18.2,214.8,1012.0,93.0,15.0,141.6,8.2,4,0.88,rain
24.9,14.3,18.9,24.9,14.3,18.9,14.5,76.26,0.3,8.33,0.0,0.0,31.7,23.9,165.3,1018.1,80.8,15.6,324.5,18.7,8,0.91,rain
32.8,20.6,25.4,37.7,20.6,26.6,20.2,74.31,7.36,29.17,0.0,0.0,66.6,39.7,229.6,1012.0,88.5,15.7,250.6,14.4,7,0.95,rain
32.8,22.2,26.8,35.1,22.2,27.6,19.7,66.89,1.0,8.33,0.0,0.0,63.0,23.6,230.5,1012.2,57.9,15.5,436.1,22.0,9,0.97,rain
22.8,17.8,19.6,22.8,17.8,19.6,15.6,78.07,5.51,41.67,0.0,0.0,59.0,123.7,58.8,1017.6,92.5,14.6,182.4,9.8,4,0.99,rain
25.6,17.2,20.6,25.6,17.2,20.6,18.1,86.54,51.07,70.83,0.0,0.0,53.5,33.0,149.0,1010.3,84.2,6.3,82.9,4.5,3,1.0,rain
23.3,18.8,21.2,23.3,18.8,21.2,16.4,74.66,3.76,20.83,0.0,0.0,32.03233395760357,18.1,127.5,1015.1,85.6,15.8,185.5,10.7,4,0.0,rain
27.2,17.8,22.1,27.9,17.8,22.2,17.6,76.26,0.81,25.0,0.0,0.0,32.03233395760357,18.1,136.1,1019.2,68.9,15.0,269.3,14.5,7,0.01,rain
21.7,18.9,19.9,21.7,18.9,19.9,17.9,88.34,30.58,41.67,0.0,0.0,38.22327296349237,23.7,66.0,1021.8,99.9,13.2,60.7,3.3,2,0.03,rain
21.1,18.3,19.4,21.1,18.3,19.4,17.1,86.43,0.3,12.5,0.0,0.0,32.14288643985158,18.2,63.3,1025.4,96.9,13.4,138.5,7.5,4,0.06,rain
23.9,18.8,21.2,23.9,18.8,21.2,19.1,88.36,0.0,0.0,0.0,0.0,26.283604880706825,12.9,104.1,1021.2,90.6,5.5,185.6,10.0,4,0.1,cloudy
25.7,21.7,23.4,25.7,21.7,23.4,20.2,82.26,0.0,0.0,0.0,0.0,29.5,18.8,165.2,1017.8,51.4,15.2,414.5,22.4,8,0.14,partly-cloudy-day
34.3,23.8,28.0,37.4,23.8,29.5,21.1,67.7,0.48,4.17,0.0,0.0,44.5,27.5,223.8,1014.6,67.3,15.9,328.8,18.9,8,0.2,rain
26.2,21.1,23.6,26.2,21.1,23.6,18.7,74.64,4.56,29.17,0.0,0.0,34.13283112031584,20.0,99.8,1018.2,82.1,15.1,329.0,16.6,7,0.25,rain
22.9,19.9,21.4,22.9,19.9,21.3,19.1,87.0,7.94,58.33,0.0,0.0,34.24338360256385,20.1,115.5,1016.0,100.0,9.2,93.7,5.1,2,0.31,rain
22.2,19.3,20.5,22.2,19.3,20.5,18.3,87.52,0.04,20.83,0.0,0.0,30.152941759387325,16.4,115.8,1013.7,96.5,9.2,93.7,5.1,2,0.37,rain
31.1,20.6,26.1,32.2,20.6,26.7,18.8,65.7,0.0,0.0,0.0,0.0,30.152941759387325,16.4,252.3,1011.0,66.7,11.7,358.9,19.4,7,0.41,partly-cloudy-day
28.3,19.9,24.9,28.7,19.9,25.1,16.9,62.59,0.19,12.5,0.0,0.0,46.4,32.6,271.5,1010.6,69.4,14.9,288.9,16.6,7,0.45,rain
25.7,18.7,22.0,25.7,18.7,22.0,14.6,63.59,0.0,0.0,0.0,0.0,34.35393608481186,20.2,220.8,1015.5,53.1,16.0,355.4,19.2,8,0.48,partly-cloudy-day
26.1,20.5,23.0,26.1,20.5,23.0,14.0,57.49,0.0,0.0,0.0,0.0,34.24338360256385,20.1,218.3,1018.3,67.2,16.0,364.4,19.7,8,0.5,partly-cloudy-day
24.5,18.2,22.0,24.5,18.2,22.0,14.2,61.7,0.0,0.0,0.0,0.0,35.3,20.3,192.7,1018.9,35.1,16.0,444.1,24.0,8,0.5,partly-cloudy-day
24.3,20.6,22.1,24.3,20.6,22.1,18.5,80.13,3.9,25.0,0.0,0.0,46.5,36.4,203.9,1013.3,89.5,15.6,121.0,6.5,3,0.52,rain
33.3,21.6,27.4,32.7,21.6,27.5,17.9,60.25,0.0,0.0,0.0,0.0,35.3,20.4,253.7,1010.5,52.4,10.6,394.8,21.3,8,0.54,partly-cloudy-day
30.7,21.1,25.6,30.7,21.1,25.7,16.9,60.28,4.12,12.5,0.0,0.0,35.9,27.3,213.3,1012.5,50.8,13.4,403.4,20.3,8,0.57,rain
23.3,19.2,20.8,23.3,19.2,20.8,15.5,72.34,2.34,8.33,0.0,0.0,34.35393608481186,20.2,101.8,1015.4,70.1,16.0,256.3,13.8,7,0.61,rain
26.2,18.7,22.2,26.2,18.7,22.2,15.6,66.56,0.06,25.0,0.0,0.0,51.5,33.1,207.0,1013.7,84.6,16.0,253.3,13.7,9,0.66,rain
27.8,19.3,23.2,27.6,19.3,23.2,14.5,60.67,3.85,25.0,0.0,0.0,44.7,31.1,299.4,1005.8,56.7,15.5,393.6,21.3,9,0.7,rain
25.6,16.0,20.6,25.6,16.0,20.6,8.2,45.51,0.0,0.0,0.0,0.0,31.7,23.8,274.6,1012.8,32.6,16.0,451.1,24.4,9,0.75,partly-cloudy-day
25.0,17.7,21.5,25.0,17.7,21.5,12.1,55.92,0.0,0.0,0.0,0.0,46.40415664984543,31.1,173.4,1012.9,54.3,16.0,345.9,18.7,7,0.8,wind
27.8,18.8,23.5,27.5,18.8,23.5,13.6,55.72,0.0,0.0,0.0,0.0,38.8,29.2,257.6,1011.7,58.9,16.0,373.3,20.2,7,0.84,partly-cloudy-day
24.9,18.2,22.1,24.9,18.2,22.1,14.0,60.7,0.0,0.0,0.0,0.0,31.811228993107537,17.9,132.3,1019.1,70.9,15.9,284.1,15.3,5,0.89,partly-cloudy-day
23.4,18.8,21.4,23.4,18.8,21.4,16.8,75.43,0.83,16.67,0.0,0.0,39.992112679460604,25.3,110.1,1020.7,96.1,15.3,203.1,11.0,5,0.93,rain
21.1,18.8,19.5,21.1,18.8,19.5,17.6,88.59,49.77,79.17,0.0,0.0,36.343880765276126,22.0,104.8,1018.9,99.5,10.1,69.8,3.8,2,0.96,rain
31.7,19.3,24.7,32.2,19.3,25.2,18.7,71.14,0.0,0.0,0.0,0.0,29.5,21.9,193.3,1019.5,46.8,16.0,413.4,22.3,8,0.98,partly-cloudy-day
33.3,21.6,27.1,34.9,21.6,28.0,18.7,61.32,0.0,0.0,0.0,0.0,33.5,25.4,231.5,1016.8,79.4,16.0,353.5,19.1,7,1.0,partly-cloudy-day
28.3,22.2,24.7,29.7,22.2,24.9,18.9,70.87,0.0,0.0,0.0,0.0,30.04238927713931,16.3,167.2,1018.1,94.4,14.6,217.2,10.9,5,1.0,cloudy
23.9,20.6,21.9,23.9,20.6,21.9,19.0,83.97,27.41,20.83,0.0,0.0,34.5750410493079,20.4,51.6,1021.9,97.9,10.1,201.0,10.9,5,0.0,rain
23.8,19.3,21.4,23.8,19.3,21.4,18.7,84.6,1.9,37.5,0.0,0.0,34.24338360256385,20.1,132.3,1020.9,95.0,13.8,182.3,9.8,6,0.02,rain
33.8,22.9,28.0,39.0,22.9,30.3,22.0,71.38,0.0,0.0,0.0,0.0,35.2,29.2,203.8,1015.2,65.6,16.0,330.5,17.8,7,0.05,partly-cloudy-day
35.0,24.3,29.2,39.2,24.3,31.4,22.0,66.94,0.03,4.17,0.0,0.0,42.6,31.3,230.0,1013.2,54.5,16.0,331.5,17.9,7,0.09,rain
32.1,25.0,28.1,35.7,25.0,29.8,21.4,67.37,0.0,0.0,0.0,0.0,36.343880765276126,22.0,185.9,1015.3,63.4,16.0,327.9,17.7,7,0.13,partly-cloudy-day
33.3,25.6,29.7,36.6,25.6,31.8,20.5,59.02,0.29,8.33,0.0,0.0,38.8,29.1,268.3,1015.7,67.4,16.0,317.6,17.2,7,0.19,rain
26.7,21.0,24.0,26.8,21.0,24.0,13.3,51.76,0.0,0.0,0.0,0.0,34.022278638067824,19.9,218.6,1021.2,49.0,16.0,397.6,21.5,7,0.24,partly-cloudy-day
25.0,18.7,22.1,25.0,18.7,22.1,14.9,64.44,0.0,0.0,0.0,0.0,31.811228993107537,17.9,187.0,1023.0,61.0,16.0,345.3,18.6,7,0.3,partly-cloudy-day
29.3,19.2,24.3,29.9,19.2,24.7,17.5,66.99,0.0,0.0,0.0,0.0,36.343880765276126,22.0,212.5,1022.5,71.9,16.0,308.0,16.6,7,0.35,partly-cloudy-day
31.1,22.2,25.9,32.4,22.2,26.4,18.1,62.71,0.0,0.0,0.0,0.0,35.3,22.1,211.3,1022.4,85.1,16.0,272.2,13.7,6,0.4,partly-cloudy-day
30.0,22.8,25.3,33.5,22.8,26.2,21.6,80.74,25.06,37.5,0.0,0.0,51.8,33.1,159.9,1015.0,92.0,14.1,121.4,6.1,4,0.44,rain
26.7,22.8,24.6,28.7,22.8,24.7,21.5,82.86,1.28,16.67,0.0,0.0,30.152941759387325,16.4,184.4,1010.8,95.2,13.8,99.0,5.3,2,0.48,rain
27.9,22.9,24.8,30.7,22.9,25.3,21.6,82.66,0.0,0.0,0.0,0.0,38.33382544574039,23.8,97.5,1014.0,78.7,15.3,311.1,16.8,7,0.49,partly-cloudy-day
23.4,21.2,22.4,23.4,21.2,22.4,20.7,90.14,9.74,50.0,0.0,0.0,60.3,40.3,67.6,1010.6,94.5,4.7,84.2,3.9,3,0.5,rain
24.5,21.2,22.4,24.5,21.2,22.4,20.6,89.42,24.55,29.17,0.0,0.0,36.564985729772154,22.2,86.3,1011.1,90.1,7.3,256.4,12.9,6,0.51,rain
