tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,icon
-0.1,-10.1,-6.6,-4.5,-18.3,-12.1,-16.7,46.25,6.12,20.83,5.49,5.49,35.3,22.1,226.0,1028.7,62.2,12.7,41.6,3.3,2,0.81,snow
6.7,-3.9,1.2,2.5,-9.1,-3.3,-5.8,61.99,1.29,12.5,3.29,8.78,50.9,38.3,273.7,1005.2,65.7,12.8,99.7,8.3,4,0.86,snow
-1.1,-7.2,-4.5,-6.1,-15.7,-11.3,-16.7,39.36,0.0,0.0,0.0,7.75,48.1,34.8,311.6,1020.7,33.5,16.0,161.3,8.7,5,0.91,wind
-2.2,-8.0,-5.1,-3.6,-14.0,-9.7,-17.2,38.35,0.0,0.0,0.32,7.55,35.3,25.2,286.8,1029.1,24.6,16.0,165.8,8.4,4,0.95,snow
3.8,-6.4,-1.2,1.2,-9.4,-3.7,-10.9,48.03,0.0,0.0,0.0,6.8,26.062499916210797,12.7,272.3,1029.8,26.5,16.0,142.5,8.7,4,0.98,partly-cloudy-day
9.3,-3.0,3.1,7.6,-7.2,0.1,-9.3,42.91,0.0,0.0,0.0,6.14,31.7,21.7,225.2,1027.7,56.0,16.0,95.3,8.2,4,0.99,partly-cloudy-day
8.8,1.5,4.6,6.5,-1.2,2.3,-3.2,58.46,0.0,0.0,0.0,5.26,31.7,20.3,183.8,1029.0,66.3,15.6,121.7,7.9,4,1.0,partly-cloudy-day
9.4,4.2,6.5,7.0,0.8,2.8,2.9,77.91,17.63,25.0,1.37,3.26,59.4,33.3,83.6,1020.4,98.8,12.6,20.7,1.6,1,0.0,snow
10.0,4.9,7.7,7.9,0.9,4.6,0.9,63.43,0.0,0.0,0.0,1.09,48.0,35.1,251.1,1004.8,56.2,15.5,110.8,9.6,5,0.01,wind
8.3,3.8,5.8,4.8,-0.7,2.2,-2.6,55.22,0.0,0.0,0.0,0.0,42.0,26.0,258.1,1002.4,71.8,16.0,87.9,5.7,3,0.03,partly-cloudy-day
5.6,2.2,4.2,2.0,-3.2,0.1,-5.1,51.01,0.0,0.0,0.0,0.0,38.7,27.3,318.2,1006.8,67.5,16.0,78.0,3.1,2,0.06,partly-cloudy-day
6.1,-1.2,2.1,3.4,-5.8,-2.2,-11.0,38.71,0.0,0.0,0.0,0.0,35.3,25.7,327.9,1016.2,43.4,16.0,233.0,9.2,5,0.09,partly-cloudy-day
0.6,-5.7,-1.9,0.6,-10.9,-6.0,-12.5,44.65,0.0,0.0,0.0,0.0,34.24338360256385,20.1,220.5,1026.2,33.2,16.0,250.0,9.9,5,0.13,partly-cloudy-day
7.8,-1.8,2.7,4.9,-6.8,-0.9,-6.6,51.56,0.0,0.0,0.0,0.0,29.5,22.1,224.0,1025.8,55.4,16.0,233.5,9.2,5,0.18,partly-cloudy-day
4.4,1.6,3.3,3.8,-0.6,1.6,-0.1,78.19,0.5,8.33,0.0,0.0,24.183107717994552,11.0,206.2,1013.1,90.5,14.4,95.7,3.8,3,0.22,rain
5.6,2.7,4.1,4.6,-0.2,1.5,-3.9,57.14,0.0,0.0,0.0,0.0,32.03233395760357,18.1,304.7,999.7,84.1,15.4,182.1,8.5,4,0.27,partly-cloudy-day
9.3,1.5,5.5,6.6,-1.7,2.5,-3.2,54.01,0.0,0.0,0.0,0.0,38.8,24.1,268.1,1007.1,45.6,16.0,211.9,8.4,5,0.32,partly-cloudy-day
8.3,2.1,5.4,7.3,-0.6,4.2,-0.1,67.89,0.0,0.0,0.0,0.0,28.052444596675052,14.5,137.5,1009.7,65.5,16.0,81.7,3.2,2,0.37,partly-cloudy-day
6.1,1.1,4.3,6.1,-2.6,2.0,-4.6,54.5,1.43,25.0,1.27,1.27,27.7,20.2,208.0,1015.2,73.4,16.0,114.0,4.5,2,0.41,snow
5.0,0.6,3.3,1.3,-3.1,-0.7,-0.2,78.86,11.39,75.0,0.76,2.03,38.9,31.1,73.2,1007.0,83.3,6.3,25.4,1.5,1,0.45,snow
12.7,-0.7,3.7,12.7,-7.9,-0.3,-0.1,77.08,6.71,54.17,0.0,0.68,88.1,65.9,211.9,987.8,86.1,8.3,39.1,1.5,1,0.48,rain
2.8,-3.4,-1.1,-1.8,-10.5,-7.4,-12.1,43.44,0.0,0.0,0.0,0.0,55.5,36.8,285.4,1017.2,38.2,16.0,233.8,10.1,6,0.5,wind
3.3,-6.7,-1.8,-0.9,-11.0,-5.5,-9.2,57.08,0.0,0.0,0.0,0.0,44.6,23.9,201.7,1033.5,52.1,15.9,192.6,8.3,5,0.5,partly-cloudy-day
8.3,3.3,6.7,5.9,-1.1,3.1,2.2,73.38,4.3,45.83,0.0,0.0,59.4,35.0,215.2,1020.9,63.3,15.6,37.4,3.0,2,0.52,rain
7.1,4.3,5.5,6.3,1.2,3.4,2.8,83.19,4.6,50.0,0.0,0.0,35.1,18.2,164.1,1013.6,76.6,5.8,16.2,1.1,0,0.53,rain
7.2,3.3,5.1,4.0,-1.4,1.4,-5.0,49.37,0.0,0.0,0.93,0.93,44.6,23.8,259.0,1017.2,51.7,16.0,189.1,10.2,5,0.57,snow
4.9,1.7,3.6,4.3,-1.9,1.2,0.5,80.68,12.4,54.17,0.56,1.49,47.4,40.0,195.8,1006.7,74.7,10.6,20.4,1.3,1,0.62,snow
4.2,-9.4,-2.3,0.9,-17.4,-8.5,-12.9,46.24,0.0,0.0,0.0,0.5,49.7,33.1,318.5,1022.4,27.9,16.0,219.2,10.3,6,0.67,wind
-0.7,-11.3,-6.1,-5.6,-18.6,-11.7,-17.9,39.46,0.0,0.0,0.0,0.0,46.4,25.8,260.5,1033.7,31.4,16.0,308.0,16.6,6,0.73,partly-cloudy-day
7.7,-1.7,3.4,6.5,-8.8,-0.6,-6.9,47.63,0.0,0.0,0.0,0.0,50.1,31.2,237.0,1020.4,74.2,16.0,96.1,4.8,3,0.78,wind
8.8,0.5,4.8,6.3,-2.9,1.8,-7.3,43.05,0.0,0.0,0.0,0.0,37.1,22.2,269.0,1023.4,36.0,16.0,268.4,14.5,6,0.84,partly-cloudy-day
5.6,-0.2,3.4,4.0,-4.1,-0.2,-2.9,64.26,11.37,41.67,0.0,0.0,37.1,27.1,162.4,1025.5,60.0,11.7,43.1,2.3,2,0.88,rain
7.8,1.0,5.2,3.3,-4.0,1.1,-6.6,45.47,0.0,0.0,0.0,0.0,65.0,42.3,279.1,1018.9,42.1,16.0,269.3,11.6,6,0.93,wind
2.1,-4.5,-0.9,-2.3,-9.5,-6.0,-14.6,34.86,0.0,0.0,0.0,0.0,50.0,25.5,269.0,1028.8,35.7,16.0,242.2,10.5,6,0.96,partly-cloudy-day
0.6,-8.4,-3.6,-3.6,-15.0,-8.9,-17.3,34.56,0.0,0.0,0.0,0.0,38.9,27.1,260.0,1029.7,12.9,16.0,227.2,13.1,6,0.98,clear-day
8.8,-1.8,3.6,5.7,-8.0,-0.6,-12.1,31.12,0.0,0.0,0.0,0.0,37.1,23.6,255.0,1021.0,19.0,16.0,251.2,12.7,6,1.0,clear-day
13.8,1.5,6.9,13.8,-2.7,4.8,-7.3,36.99,0.0,0.0,0.0,0.0,35.3,23.8,237.1,1019.5,18.3,16.0,294.7,12.7,6,1.0,clear-day
17.8,2.0,9.3,17.8,-0.1,8.0,-3.9,41.67,0.0,0.0,0.0,0.0,42.0,27.4,208.7,1016.0,38.3,16.0,218.9,13.4,6,0.0,partly-cloudy-day
10.6,6.7,8.2,10.6,4.8,7.1,3.7,73.55,3.8,12.5,0.0,0.0,26.283604880706825,12.9,134.1,1012.8,75.3,15.3,149.8,7.0,4,0.02,rain
8.8,6.7,7.4,7.0,3.0,5.0,4.0,79.0,6.47,29.17,0.0,0.0,35.3,22.1,116.2,1014.4,82.4,8.2,94.6,6.5,4,0.04,rain
12.7,1.1,6.4,12.7,-5.7,1.7,-1.1,62.13,19.0,45.83,0.0,0.0,73.6,52.5,184.0,997.4,79.8,10.5,120.5,8.7,8,0.06,rain
2.9,-1.2,0.9,-2.5,-7.1,-4.7,-13.2,34.37,0.0,0.0,0.0,0.0,54.0,33.2,256.9,1006.7,47.5,16.0,318.5,13.8,6,0.1,wind
1.2,-5.6,-1.7,-3.3,-12.7,-7.2,-13.3,41.29,0.0,0.0,0.0,0.0,51.8,29.2,269.3,1009.2,39.1,16.0,264.3,11.4,6,0.14,partly-cloudy-day
0.0,-7.2,-3.4,-5.1,-15.2,-9.4,-14.0,44.67,0.0,0.0,0.0,0.0,40.7,29.0,291.5,1017.4,18.6,16.0,328.0,14.2,7,0.18,clear-day
11.2,-4.4,3.9,11.2,-7.3,1.2,-3.8,57.83,0.0,0.0,0.0,0.0,51.5,35.0,154.6,1015.8,68.0,15.9,220.9,9.5,5,0.23,wind
14.0,8.3,10.4,14.0,5.3,9.0,4.8,69.18,0.89,16.67,0.0,0.0,46.3,27.5,193.8,1004.0,64.3,15.7,279.7,12.1,6,0.28,rain
10.0,5.0,7.9,10.0,1.3,4.0,-2.6,49.62,0.8,8.33,0.0,0.0,75.3,44.4,268.5,1000.9,45.5,16.0,159.5,8.6,5,0.34,rain
10.7,3.3,6.3,10.7,-1.3,3.4,-6.1,42.74,0.0,0.0,0.0,0.0,44.6,29.0,264.3,1015.7,22.2,16.0,198.3,15.0,7,0.38,partly-cloudy-day
6.3,-0.1,3.4,2.5,-5.1,-0.2,-1.1,72.9,0.0,4.17,0.0,0.0,62.7,49.0,75.4,1015.2,52.8,15.7,127.1,10.1,5,0.43,wind
6.7,-1.6,2.1,3.0,-8.9,-4.0,-15.0,30.7,0.01,8.33,0.0,0.0,71.2,58.2,300.3,1018.3,50.6,15.0,166.8,14.4,7,0.46,rain
11.7,-0.8,5.3,11.7,-4.9,2.5,-12.2,27.86,0.0,0.0,0.0,0.0,37.6,23.9,262.7,1026.0,35.4,16.0,237.9,12.8,6,0.49,partly-cloudy-day
22.2,6.0,13.8,22.2,2.6,12.6,-5.7,28.09,0.0,0.0,0.0,0.0,44.5,31.4,230.1,1022.9,35.3,16.0,250.4,15.3,7,0.5,wind
18.9,4.6,11.3,18.9,1.7,10.3,3.2,61.16,0.0,0.0,0.0,0.0,60.6,38.8,174.1,1015.7,54.0,13.8,136.6,10.3,5,0.51,wind
14.4,5.0,8.6,14.4,2.4,7.0,1.0,60.13,0.0,0.0,0.0,0.0,38.9,23.5,226.5,1017.2,57.4,16.0,258.6,14.0,7,0.53,partly-cloudy-day
6.3,1.1,4.3,3.1,-2.3,1.1,-1.6,66.62,0.0,0.0,0.0,0.0,38.22327296349237,23.7,151.5,1022.9,57.5,16.0,132.8,8.1,3,0.56,partly-cloudy-day
15.7,4.4,8.6,15.7,-0.3,6.3,4.6,78.53,6.28,54.17,0.0,0.0,59.3,38.1,182.2,1013.5,63.8,14.3,54.5,2.9,2,0.6,rain
11.7,3.8,7.2,11.7,-1.6,3.7,-5.4,40.78,0.0,0.0,0.0,0.0,53.7,36.9,269.4,1020.7,37.7,16.0,320.9,16.2,7,0.65,wind
6.1,1.1,3.8,5.0,-4.1,0.2,-9.9,37.44,0.0,0.0,0.0,0.0,42.5,27.3,238.8,1029.8,38.0,16.0,343.3,17.3,7,0.71,partly-cloudy-day
7.0,-3.9,-0.4,3.8,-9.8,-5.5,-10.8,46.49,0.0,0.0,0.0,0.0,35.3,25.4,177.8,1036.6,24.3,16.0,343.3,17.3,7,0.76,partly-cloudy-day
6.7,-0.7,3.3,6.7,-6.8,-0.1,0.4,81.69,0.91,29.17,0.0,0.0,37.1,25.3,172.8,1023.5,68.9,13.2,83.5,3.9,2,0.81,rain
9.5,2.6,6.1,8.9,-1.3,3.1,-4.3,48.82,0.0,0.0,0.0,0.0,42.5,23.3,233.4,1029.1,26.7,16.0,245.5,17.7,7,0.86,partly-cloudy-day
5.7,3.9,4.8,2.4,-0.1,0.8,2.7,86.99,14.32,58.33,0.0,0.0,57.6,33.0,121.8,1027.7,91.5,8.2,65.7,3.5,2,0.9,rain
19.4,3.9,10.9,19.4,0.8,9.5,8.2,84.38,0.55,20.83,0.0,0.0,57.3,38.6,237.7,1012.3,80.8,14.9,102.9,6.7,5,0.94,rain
15.7,1.7,6.7,15.7,-3.1,3.5,-4.9,44.33,0.0,0.0,0.0,0.0,56.1,34.8,276.7,1022.6,39.1,16.0,399.8,18.7,8,0.97,wind
0.6,-3.3,-1.1,-4.5,-9.1,-6.4,-12.6,41.95,0.0,0.0,0.0,0.0,37.3,27.3,160.5,1038.4,25.6,16.0,410.5,19.2,8,0.99,partly-cloudy-day
5.0,-2.2,1.2,1.3,-5.6,-3.3,-3.6,71.47,26.47,33.33,0.0,0.0,50.2,38.1,141.7,1032.1,83.3,11.6,116.3,5.4,3,1.0,rain
8.8,1.2,4.8,6.9,-4.8,0.8,0.2,73.9,17.58,33.33,0.0,0.0,57.3,45.6,267.3,1017.2,76.6,13.7,239.0,11.2,7,0.0,rain
5.7,2.9,4.3,1.9,-1.6,0.2,-0.5,70.76,0.03,12.5,0.0,0.0,40.6,27.2,81.9,1021.4,73.1,16.0,117.1,6.3,4,0.01,rain
7.4,0.0,4.3,4.9,-5.7,0.5,-2.1,64.14,0.0,0.0,0.0,0.0,38.9,23.5,121.6,1014.5,38.4,16.0,291.2,18.9,8,0.02,partly-cloudy-day
16.2,5.0,11.2,16.2,1.8,9.9,-3.0,42.94,0.29,4.17,0.0,0.0,51.3,33.1,294.9,1008.9,41.6,16.0,354.7,17.9,8,0.04,rain
8.8,3.2,6.9,8.4,1.8,5.1,-2.7,52.68,1.45,16.67,0.0,0.0,33.5,20.2,170.9,1021.1,48.2,15.9,260.5,12.2,6,0.07,rain
6.2,3.9,5.1,3.6,-1.5,1.0,4.0,92.28,14.02,100.0,0.0,0.0,47.7,34.5,88.7,1019.8,92.5,6.2,27.3,1.9,1,0.11,rain
5.6,2.9,4.2,1.9,-2.8,-0.6,2.9,91.72,3.04,45.83,0.0,0.0,50.0,36.6,51.2,1015.3,83.0,8.1,69.2,5.2,3,0.15,rain
4.4,1.1,2.3,0.3,-4.0,-2.3,-1.4,77.12,0.36,16.67,0.0,0.0,40.7,27.0,58.0,1017.4,48.9,15.5,319.9,17.3,8,0.2,rain
6.2,-0.7,2.9,2.8,-5.8,-1.1,-1.8,71.69,0.0,0.0,0.0,0.0,37.1,29.1,126.2,1010.0,53.7,16.0,189.6,9.6,4,0.25,partly-cloudy-day
7.9,3.8,5.4,4.3,-1.2,0.8,1.4,75.71,2.67,58.33,0.0,0.0,53.6,35.0,308.9,1000.7,74.3,14.7,138.5,6.5,3,0.31,rain
6.8,4.3,6.2,2.7,-0.6,1.1,4.9,90.92,21.38,100.0,0.0,0.0,78.9,54.4,128.0,1002.7,82.8,5.2,50.1,2.7,1,0.36,rain
6.3,3.9,4.9,3.3,-1.4,0.8,2.3,83.91,3.07,29.17,0.0,0.0,57.4,40.1,58.7,1016.0,76.5,13.2,192.2,13.8,8,0.41,rain
12.2,3.9,6.9,12.2,2.7,5.2,2.9,76.05,0.0,0.0,0.0,0.0,33.5,22.0,159.2,1016.8,75.1,16.0,257.9,12.1,5,0.45,partly-cloudy-day
16.2,6.6,10.5,16.2,3.8,9.1,-1.8,47.82,0.0,0.0,0.0,0.0,35.4,25.7,253.0,1013.9,30.3,16.0,447.3,20.9,8,0.48,partly-cloudy-day
16.7,8.2,11.1,16.7,5.4,10.1,-4.4,35.15,0.0,0.0,0.0,0.0,39.5,20.6,239.2,1010.0,52.3,16.0,405.6,20.4,9,0.5,partly-cloudy-day
10.0,5.7,7.4,8.3,3.6,5.3,3.3,75.85,1.81,25.0,0.0,0.0,33.5,20.1,119.0,1002.2,65.1,15.7,190.8,9.6,5,0.5,rain
8.4,5.6,7.0,7.2,1.0,3.6,3.8,80.76,16.28,41.67,0.0,0.0,67.5,37.0,201.1,993.6,44.2,14.1,61.5,3.1,1,0.52,rain
8.4,3.8,5.7,4.3,-1.2,1.2,-3.4,52.79,0.32,16.67,0.0,0.0,61.0,42.1,276.4,989.6,40.5,15.6,260.7,13.1,7,0.54,rain
10.6,3.3,6.7,10.6,-1.7,3.3,-5.4,44.22,0.0,0.0,0.0,0.0,50.2,34.9,277.5,1007.2,36.0,16.0,375.5,20.3,9,0.58,wind
15.6,2.1,9.0,15.6,-1.7,7.6,-3.0,44.31,0.0,0.0,0.0,0.0,50.0,31.6,223.6,1021.2,46.5,16.0,374.0,20.2,7,0.63,wind
15.7,9.4,13.4,15.7,7.2,13.3,11.2,86.78,13.69,66.67,0.0,0.0,94.2,67.8,189.0,1009.5,76.2,11.4,44.1,2.7,1,0.68,rain
15.0,7.8,11.1,15.0,3.7,10.0,-2.0,42.44,0.0,0.0,0.0,0.0,46.3,31.6,279.3,1013.4,50.7,16.0,299.5,18.3,7,0.73,wind
11.2,4.4,7.7,11.2,1.0,5.8,-5.6,41.22,0.01,8.33,0.0,0.0,50.8,29.3,233.1,1012.1,62.4,16.0,300.1,15.1,8,0.78,rain
7.9,2.2,4.9,4.1,-2.6,1.3,-7.2,42.97,0.0,0.0,0.0,0.0,48.0,35.0,268.8,1015.8,62.6,15.6,301.9,15.2,7,0.83,wind
9.4,1.1,5.5,6.5,-4.7,1.3,-8.0,38.2,0.0,0.0,2.99,2.99,45.5,33.2,261.4,1019.5,34.5,16.0,383.3,20.7,9,0.88,snow
6.7,0.0,2.9,4.3,-4.2,-0.8,0.4,84.5,14.83,70.83,1.79,4.78,35.3,27.4,127.0,1010.4,79.2,10.9,59.6,4.1,2,0.91,snow
16.2,2.8,9.0,16.2,-1.4,7.5,-0.7,53.33,0.0,0.0,0.0,1.59,55.8,41.7,241.0,1007.6,36.1,16.0,411.7,22.2,8,0.95,wind
10.6,4.2,7.9,10.6,2.1,5.7,-0.5,55.74,0.0,0.0,0.0,0.0,35.3,27.0,188.0,1004.5,72.1,16.0,219.6,11.9,4,0.97,partly-cloudy-day
12.2,1.6,6.1,12.2,-1.5,3.2,-0.6,63.29,8.45,29.17,0.0,0.0,62.7,44.3,213.2,1001.8,46.6,14.8,221.3,12.7,6,0.99,rain
6.7,1.2,3.7,1.8,-5.5,-1.7,-9.4,38.6,0.0,0.0,0.0,0.0,62.7,40.4,273.1,1005.4,40.6,16.0,310.3,16.8,6,1.0,wind
12.2,1.1,6.6,12.2,-4.5,3.5,-10.6,29.1,0.0,0.0,0.0,0.0,47.3,29.3,250.9,1014.8,31.5,16.0,415.3,22.4,9,0.0,partly-cloudy-day
7.8,4.3,5.9,5.3,0.5,3.0,1.3,73.99,5.5,50.0,0.0,0.0,48.2,31.3,128.3,1010.5,74.2,14.2,99.1,5.0,2,0.01,rain
11.3,3.3,8.2,11.3,2.0,7.5,0.9,61.43,0.0,0.0,0.0,0.0,37.1,22.3,195.2,1016.5,60.7,15.9,403.1,21.8,8,0.03,partly-cloudy-day
8.5,5.0,6.8,5.9,-0.5,3.5,2.0,72.37,5.35,37.5,0.0,0.0,66.3,42.0,97.5,1017.1,88.6,13.5,102.2,6.3,3,0.05,rain
5.7,3.3,4.6,0.3,-2.0,-1.1,3.1,90.54,15.01,100.0,0.0,0.0,74.8,47.6,81.4,1011.0,89.2,4.2,54.0,4.3,2,0.09,rain
6.9,3.3,5.2,5.3,-1.5,1.8,0.5,71.99,1.0,12.5,0.0,0.0,38.9,25.4,238.5,1018.3,68.2,15.6,253.7,17.4,8,0.13,rain
9.4,3.5,7.1,7.3,0.8,4.5,2.1,70.62,0.0,0.0,0.0,0.0,35.3,23.9,164.5,1025.9,48.4,15.9,404.5,21.8,9,0.18,partly-cloudy-day
9.0,6.7,7.6,5.5,3.5,4.4,4.2,79.2,0.09,16.67,0.0,0.0,44.6,34.7,111.9,1024.6,75.6,14.3,106.5,5.8,3,0.23,rain
16.2,9.0,11.8,16.2,5.5,11.3,10.5,91.57,20.01,45.83,0.0,0.0,56.6,27.6,123.5,1007.7,68.6,11.0,118.9,6.4,3,0.28,rain
20.7,7.8,14.5,20.7,4.1,13.7,2.1,47.72,0.65,16.67,0.0,0.0,50.1,34.7,297.4,1009.6,42.7,16.0,464.3,25.1,9,0.34,rain
25.7,11.8,18.5,25.7,11.8,18.5,6.5,47.89,0.0,0.0,0.0,0.0,46.4,31.3,227.6,1006.0,56.1,16.0,411.9,22.2,9,0.39,wind
20.0,9.4,16.3,20.0,6.1,16.2,3.2,43.54,0.0,0.0,0.0,0.0,48.0,33.0,281.0,1002.5,50.5,16.0,310.0,16.7,9,0.44,wind
14.4,7.2,10.3,14.4,3.1,8.8,-2.0,43.12,0.0,0.0,0.0,0.0,41.2,29.2,316.4,1009.4,32.5,16.0,464.0,25.1,9,0.47,partly-cloudy-day
10.8,4.8,7.9,10.8,2.9,5.9,1.2,62.96,0.0,0.0,0.0,0.0,31.7,23.8,170.4,1012.1,34.4,16.0,374.1,20.2,8,0.49,partly-cloudy-day
17.2,5.6,11.4,17.2,3.2,10.8,-1.8,47.35,0.29,4.17,0.0,0.0,42.4,27.2,269.3,1005.2,46.5,16.0,377.8,20.4,8,0.5,rain
13.4,6.2,9.8,13.4,3.7,8.2,-1.1,50.94,3.75,25.0,0.0,0.0,52.5,29.5,216.9,1006.8,46.6,15.2,271.6,14.7,6,0.51,rain
6.2,2.2,4.5,6.1,-3.8,-0.3,-3.5,60.05,4.36,45.83,0.0,0.0,70.2,49.4,279.9,1002.4,60.0,15.0,302.9,16.4,9,0.53,rain
15.7,1.1,8.4,15.7,-3.7,5.9,-3.9,43.59,0.0,0.0,0.0,0.0,59.2,40.5,252.4,1012.8,42.1,16.0,362.5,19.6,10,0.56,wind
16.1,7.1,10.5,16.1,5.0,9.2,4.8,69.18,5.94,33.33,0.0,0.0,52.7,37.9,188.8,1010.2,52.2,15.1,231.5,14.2,6,0.61,rain
12.9,5.0,9.1,12.9,0.6,6.8,-2.4,47.59,0.0,4.17,0.0,0.0,51.4,33.4,281.9,1011.4,53.3,16.0,410.0,22.1,7,0.65,wind
15.0,3.3,9.7,15.0,-0.8,8.0,-6.8,33.12,0.0,0.0,0.0,0.0,48.1,33.0,297.0,1021.1,23.9,16.0,498.1,26.9,9,0.7,wind
20.7,7.6,14.3,20.7,4.7,13.6,-4.3,29.12,0.0,0.0,0.0,0.0,38.8,25.6,259.0,1022.3,31.5,16.0,347.5,18.8,7,0.75,partly-cloudy-day
21.8,10.7,16.3,21.8,10.7,16.3,11.3,73.68,13.17,25.0,0.0,0.0,63.6,27.3,181.8,1013.0,70.4,15.2,254.1,13.7,6,0.8,rain
20.0,9.3,15.7,20.0,8.4,15.6,9.8,70.04,4.98,20.83,0.0,0.0,50.0,34.6,235.0,1015.9,62.9,15.6,289.7,16.7,7,0.85,rain
17.2,9.9,13.1,17.2,8.5,12.9,7.3,68.25,0.0,0.0,0.0,0.0,29.5,23.5,166.9,1024.8,80.6,16.0,185.5,10.0,5,0.89,partly-cloudy-day
14.3,8.4,11.8,14.3,7.2,11.6,6.6,70.7,0.0,0.0,0.0,0.0,27.7,23.7,134.2,1022.8,78.4,16.0,141.2,8.1,3,0.93,partly-cloudy-day
12.9,8.3,10.4,12.9,5.1,9.5,4.4,67.07,0.0,0.0,0.0,0.0,49.6,36.6,59.8,1027.2,53.2,16.0,336.0,18.1,6,0.96,wind
14.0,7.1,10.8,14.0,5.8,10.3,2.6,58.09,0.0,0.0,0.0,0.0,34.46448856705989,20.3,89.2,1031.6,41.1,16.0,324.2,18.7,6,0.98,partly-cloudy-day
23.9,7.7,15.1,23.9,5.5,14.5,2.2,44.54,0.0,0.0,0.0,0.0,42.5,27.4,204.5,1026.9,34.4,16.0,322.7,18.6,6,1.0,partly-cloudy-day
27.8,12.8,20.6,27.2,12.8,20.5,9.9,52.76,0.0,0.0,0.0,0.0,44.4,27.2,247.8,1018.4,23.9,16.0,313.3,18.0,6,1.0,partly-cloudy-day
21.1,8.8,14.7,21.1,5.3,14.2,8.4,66.9,0.01,4.17,0.0,0.0,53.7,41.8,130.8,1019.6,51.9,16.0,159.7,9.2,3,0.0,rain
11.9,7.2,9.9,11.9,4.5,8.5,4.5,69.87,0.0,0.0,0.0,0.0,37.1,29.1,57.5,1026.6,39.0,16.0,314.8,18.1,6,0.02,partly-cloudy-day
13.1,8.9,10.6,13.1,6.9,9.9,9.0,89.87,0.01,8.33,0.0,0.0,30.152941759387325,16.4,60.7,1024.9,80.9,7.3,129.7,8.4,4,0.04,rain
19.4,10.0,14.6,19.4,10.0,14.6,12.6,88.08,0.0,0.0,0.0,0.0,36.01222331853208,21.7,88.5,1022.6,51.7,9.9,218.8,17.3,6,0.07,partly-cloudy-day
28.4,16.1,21.6,28.7,16.1,21.7,15.9,72.13,0.4,4.17,0.0,0.0,44.6,27.5,200.2,1022.1,37.8,16.0,303.8,17.5,6,0.11,rain
25.6,17.9,21.5,25.6,17.9,21.5,17.6,78.81,0.0,0.0,0.0,0.0,46.4,29.2,210.6,1021.6,64.5,15.9,148.0,8.5,3,0.16,partly-cloudy-day
26.8,18.9,22.8,28.2,18.9,22.9,19.2,81.02,0.01,12.5,0.0,0.0,64.4,38.5,207.6,1015.2,87.5,16.0,166.4,10.2,5,0.21,rain
26.7,18.4,22.8,26.4,18.4,22.8,13.8,61.63,2.29,16.67,0.0,0.0,56.8,38.3,242.0,1009.4,55.2,15.8,277.0,17.0,6,0.27,rain
20.0,11.1,16.8,20.0,11.1,16.8,2.8,40.8,0.0,0.0,0.0,0.0,47.4,36.3,310.4,1014.8,45.4,16.0,325.9,18.8,6,0.33,wind
17.2,8.8,13.3,17.2,6.3,12.6,-1.0,38.48,0.0,0.0,0.0,0.0,38.9,27.4,308.2,1020.0,46.0,16.0,285.8,16.5,6,0.38,partly-cloudy-day
17.7,9.2,13.6,17.7,7.8,13.4,6.0,60.23,0.5,8.33,0.0,0.0,40.7,27.4,197.2,1014.7,51.0,15.9,290.7,15.7,6,0.43,rain
26.2,13.3,19.4,26.2,13.3,19.4,12.9,67.43,0.29,4.17,0.0,0.0,35.3,25.3,227.3,1002.9,67.5,16.0,245.2,14.1,5,0.46,rain
30.6,14.9,23.2,29.4,14.9,22.9,13.6,59.37,0.0,0.0,0.0,0.0,40.7,24.0,221.5,1008.8,41.6,15.9,295.1,17.0,6,0.49,partly-cloudy-day
27.2,17.9,22.5,28.4,17.9,22.6,17.9,76.36,3.96,12.5,0.0,0.0,42.5,29.0,205.5,1011.2,57.4,14.9,173.1,10.0,4,0.5,rain
31.7,18.3,22.9,32.5,18.3,23.2,18.5,77.42,4.34,25.0,0.0,0.0,49.2,25.7,228.5,1006.4,55.2,15.4,234.0,13.5,6,0.51,rain
17.2,13.9,15.7,17.2,13.9,15.7,11.1,74.7,0.0,0.0,0.0,0.0,50.0,25.5,241.7,1010.1,65.3,16.0,114.0,6.6,3,0.52,partly-cloudy-day
26.1,12.7,19.4,26.1,12.7,19.4,6.3,45.34,0.0,0.0,0.0,0.0,37.1,23.7,286.7,1013.5,34.1,15.9,339.3,19.5,6,0.54,partly-cloudy-day
26.7,15.6,19.3,26.7,15.6,19.3,8.5,50.77,0.0,0.0,0.0,0.0,33.5,15.9,154.2,1013.6,74.7,16.0,204.8,11.8,6,0.58,partly-cloudy-day
18.5,14.4,16.5,18.5,14.4,16.5,12.3,77.27,0.0,0.0,0.0,0.0,38.9,25.5,55.6,1018.1,66.9,13.2,294.0,16.9,6,0.63,partly-cloudy-day
23.8,17.2,20.0,23.8,17.2,20.0,17.7,86.89,16.32,29.17,0.0,0.0,53.7,33.2,179.4,1016.4,85.0,13.7,99.2,5.7,3,0.67,rain
